review,sentiment
黄秋生你怎么不把那群傻B全灭了啊,0
男主角真是，虽然你很孤独但也不能平均每两集就睡一个女人吧，也是一如既往的，还是和比较给力，独立的好女性~,1
你太虐了,1
有我们家?,1
大卫那段，，，,1
，好演員。,1
个人觉得何润东还不是最瞎的地方，让我无语的是烟那个，如果我没看错的话他脸上是弄了2,0
~~,1
影帝的碰撞，boss都演得这么cool,1
了!!!,1
结尾很有味道；感觉比天与地节奏感强烈；最后他了自己心灵上的，似乎在嘲笑世人看不穿,1
很温馨，又很搞笑,1
在大街上杀掉另一个黑帮的那一刻，他，成了我的偶像。,1
我真的是越来越讨厌陈老板了。,0
好看的没谁了!,1
我很喜欢这部片子，所以连续看了2遍。那段时间脑子里面一直都是在回味着剧情。我喜欢，心疼，欣赏。老公说我之所以喜欢，是因为女人的白日梦。哈哈，能够有部片子让我做梦，何尝不好呢?,1
这部不错，只有2个人的对手戏，所有的细节都刻画的，非常赞,1
少女漫画··。是真的··很好看。虽然我知道啊··。但是就是很好看啊啊不能总那么的啊··要怎么办呢。···,1
借用他人对这部电影的评价，那就是我真想给我看过的所有电影加上一颗星!!!,0
除了看美女之外，这部片,0
的女子,1
请片尾曲以后的最后画面……他到底杀了谁,1
就是喜欢这种调子，淡得浓烈。,1
超可爱的小企鹅，尤其是生气和的时候～,1
关于、友谊以及成长的故事。,1
搞笑的日常，谁来拯救少女心?人气相当高啊~~~,1
哈哈哈哈哈哈哈,1
我觉得很好。,1
很好啊,1
还有木有续集了啊!!!有木有啦!!!,1
这个太棒啦。,1
儿时的最爱~~!!!,1
电影拍摄的很成功,1
第一个片段不错~我欣赏不了恐怖片……,0
很意外，不错的电影，剧情很吸引人，结局出人意料。,1
电影。,0
非常喜欢。,1
绝对是惊悚的电影，喜欢的一定别错了,1
女主角漂亮哦,1
很荒诞很跌宕的剧情，中途好几次暂停不敢看，结束不知所措。。。还没所以不好过多评价。。。单讲这部片。。。心里只有一句话。。。你个到处的小，你看你把人老爷爷勾引,1
哈哈，isthedaywillneverbe.,1
my,1
还我人马...,0
好轻松，好棒,1
每个女孩的心里都有一个大哥哥,1
30年来，中国本质上毫无变化!,1
《武器》。的推荐的，看着有王晶，有洪金宝，中午混个时间可以吧，手了。看完了我只有一个念头：赶快把电脑里的观看记录删了，别让人知道我了这个片子，丢不起的人。,0
有剧情有画面媲美好莱坞动画给力啊,1
&gt;;,1
段法国评分最高的电影。本以为是一文艺片，结果是一部情。坐我旁边的黑人大妈看到镜头的时候笑得==,1
啊好。現在真心沒那時好看。,1
那么煎熬!那么美!,1
韩真是男猪脚这个American真是弱爆了!,1
竟然不是英国的?,1
。。。,0
那就。。。等的看看。,1
第一个故事很震撼。,1
还可以，不能说太烂,0
毁了我的顾里啊尼玛,0
很清新文艺的gay片很喜欢啊,1
最后的时候很感动，感觉这部熊这么好看就是因为他,1
短评里那个说要怪没破好的一定是个男人，而且还是个挺可怜的男人—理解不了不过是自我意识比较完善的女人成长过程中必定会打开并舍弃的一扇门，仅此而已。也没有必要分析家庭，这一切只是她并敢去做的。至于女主，美就够了还美得那么特别，直到出现。这所有的一切都值五星。,1
3D效果赞剧情泪点笑点很足背景音乐不错插入的恰到好处使得影片层次丰富高潮场景设计尤其漂亮小熊大熊二和白太可爱了这是一部老少皆宜的好动画主题曲想起的那一刻我和身边小眼睛都的她是因为剧情打动而我是因为终于看到中国这十几年来也能做出如此动画而感动这才是诚意,1
看得缓不过来呢国内动画很不啊····,1
爱死那个甩尾了，就这一系列电影只能用酷炫来形容,1
哈哈哈哈哈。全程无尿点!,1
她的世界我都似曾相识这就是我想要的生活,1
大叔无敌。,1
好的棒球故事總是令人啊啊啊啊!,1
镜花缘,1
地到,1
冯小刚是一个强大的演员…,1
爱贱人，爱叔叔,1
重温ing还是非常喜欢这部推荐,1
今天无意中看到才想起来小时候天天看，我立刻我爸问他你记不记得看过这个他说“记得，跟看的吧，小企鹅。哥哥哥哥哥哥。”,1
$电影$宅男电台--从微博看到影片的海报就觉得不错，应该是不错的片子。利用的时间把它看完，我想说这是最近看过的最喜欢一部片子了，特别大爱里面电台放的音乐。具体的自己来看看吧，我想你也会喜欢上的!,1
!,1
绝对2011年最被低估动画，尽管没《里约》那么棒歌舞，没《熊猫2》武打视效，但天马行空的想象力，高科技++飞船++三代圣诞老人+全球冒险+笑中带泪=对一个孩子责任，一部可跟《长发公主》《狗》《的我》媲美的经典，《企鹅》、《季节》班底打造史上最棒圣诞动画!,1
非常牛B,1
钱先生看过无数遍，一直要我看，，，，我才看到,1
中意。完毕。,1
这是我在豆瓣上的至今唯一一个5星评价,1
打6分。为什么要去?因为她感受到自己的力量，想要试试。我是这么想的。片尾的妻子对她说了一句：如果我更大胆一些，也想要男人才可以跟我做爱。以及：17岁多么年轻，不要想未来。这是作为年老来对她的肯定。,1
很美很美，女主很棒啊，从阿黛尔的生活里的女孩到碟中谍中的女杀手到美丽的,1
很励志!,1
到了东京就进入了二次元世界。。。都是奇葩。。。,0
挺有味道的想起了我中学时候每天半夜都听的“爵士”呵呵男主长的还挺像有待别杀我＝＝,1
排了好久的队，挺好看的。。。加油。,1
喜欢啊~,1
音乐非常好听，人物非常饱满,1
清+女王范,1
!的!,1
海很能!,1
手段+创意+++,1
好萌~看完这部片会很想去学啊!~,1
有没有知道这个魔幻的美女与野兽什么时候见面,1
我为什么会喜欢这样的片子呢,1
性感，不当主持很久了，坚信自己是新人的，在《来了》有没有闪亮闪亮的突破呢?值得期待。,1
打斗很精彩很多地方像新海诚,1
性感的女人，shi一样的电影,0
结尾我的眼啊!,1
这部电影让我喜欢上了文根英。,1
很成功的电影,1
这尼麻痹啊哈哈哈哈哈!!!俺好好吗!!!从第一部就开始全程高能好吗!!!2333!!!笑到好吗!!!自带吐槽和无下限技能好棒!!!,1
恐惧的心灵体验。,1
我什么时候看过这个片!现在还可以操作我点赞吗?大爷的!,0
可能下载得越辛苦，看得才会越认真吧。我都已经不记得我为什么会下载这部电影了……不过喜欢就要打五星，我讨厌四颗星。,1
效果真棒,1
从第6季开始，是我最爱的美剧了。,1
你愿意为了得到工作，而和一个男人滚床单吗?笑死了,1
剧永远有营养…,1
想给5星。。。2个超喜欢的演员演了一段当年震惊美国的传奇。。。但是这片导演把握的一半，一正一2个主角戏份平均，故事没有重点可看性差了点。。。这样一个剧本加2个影帝更好,1
抽烟的时间好像比他讲话的时间还多，好像还从来没拒绝过的女人们；把她娶回家以后大概才发现只有一张漂亮的脸；片子里的人似乎很抽烟和被抽烟；几乎每个男银都出轨（即使他开心的）……,1
的确是部好片子。我喜欢倒数第二个。,1
虽然是个讨人厌的花瓶，但实在是太优雅了啊!衣服都美爆了啊!我觉得第四季是五季里最精彩的!!!,1
一起去看吧!,1
撕逼大战，果然够精彩的,1
电影后半段男主和的对手戏真的是太赞了~~~对一般人来说没有希望的集中生活对男主更是如此~~~,1
的姐妹片，摄影节奏表演一流。,1
…。呜呜呜。,1
极其诡异，3d制作，推荐之作。,1
虐心。,1
好可爱的··,1
、..,1
清新，,1
结尾怎么回事,1
我爱老北京。爱死老北京!冯小刚是个不错的演员。冯裤子太传神了!,1
推荐,1
虽然没看，但是跟国产动漫电影加油!,1
中国动漫人才啊,1
很喜欢!!!推荐!!!,1
前面还挺平淡的，没想到结局让人如此，弟弟的幽灵姐姐平安回到父母身边，永远的消失了……这到底是姐姐的幻觉，还是真实，没人知道，但是那可爱的弟弟的离开让我无法释怀,1
谁带着谁黑暗?,1
幼稚。,0
可惜只有一季!,1
简直短的要死啊啊啊不带这样耍人的再多一点啊不够看啊啊,1
满足了我对的想象,1
的黑暗，爱情的温暖，一部不像偶像剧的偶像剧。,1
暖&gt;;,1
拍出一种感觉是很难的。,1
熊之雪这个电影好感人，希望大家喜欢看,1
起看边笑粗!,1
Lovetoperfect;makesperfect.,1
虽然几个主角年龄都大了一点，但是，确实想不出来年轻的新演员来演这部片子会演成什么样儿。总体来看，大何润东都演出来心目中的和的形象和气质，很有气场。至于嘛我能说我看到他就快进了么。。。,1
终于找到啦!,1
无,0
可以抱得美人归了,1
及时觉醒，人生永远不。但，绝不能再等了。,1
公司有个同事叫“”，我喜欢……爱,0
女博士的出现，在这一季一定程度上拯救了的心灵。结果却找到了另一个灵魂归宿。,1
太帅了帅呆了!!!。。。有好多遗憾谁都没有办法“他仍然在奋斗的上，必须保持沉默”,1
这就是中国现代的教育,1
美到极致爱,1
编剧让恶人化倾向转变太快但是对男主的滥情却又过分宽容,1
结尾简直想要喊，每季结尾都是不行!过瘾,1
故事一：的差异（虫）；故事二：三元（童年阴影）；故事三：另个事实（逃避现实-窗）；故事四：无知探索（黑暗）……恐惧的根源来自未知，而现实生活中的恐惧却是黑暗，我们所恐惧的只是恐惧的本身……献给那些喜欢做噩梦的孩子。。。,1
最后的亮点啊，哈哈!,1
看了许多动漫，这是第一部流泪的。,1
，很~~~~好看!,1
舍不得，快来第二季。,1
终于出感情了,1
看得好欢乐，新娘超级可爱。,1
同学你危险了!,1
童年之爱，之于现在，就如。,1
从小就在一起的感觉真好,1
压,1
至今为止一直很喜欢的日剧之一，三大男主角帅的没话说，柏原崇转型为实力派帅大叔作为男四号依然风头!最喜欢森田学长，洒脱，自由，有!,1
好，很好，非常好，太好了····,1
文根英还是相当的可爱的，把高中生那种的特点演绎得淋漓尽致,1
看来谎言是生存的呀,1
哎哟!小时候可喜欢了!!!,1
有的体育励志片。,1
主角不死难道不是铁的定律吗?!可恶!,1
为什么不拍了..为什么...超级喜欢的....,1
没有后续了吗?这。,1
哭不出,1
我再也不搞小三了，小三真是害人...多么痛的领悟啊~,0
的去体验!,1
精彩的很让人期待,1
喜欢死了,1
第一步泰国恐怖片，当时的震撼非常大。结合了西方血腥与东方恐怖心理,1
go.,1
半年来我一直觉得《阿黛尔的生活》已经狠狠地了我。没想到这部片子更甚。,1
非常好看，是不可多得的老少皆宜动画片,1
加起来超过100岁的3个人里偏偏又不，加上狗血的内容，这部戏实在太可怕了!!!,0
当年绝对是为了妻去看的~现在发觉居然还有北川景,1
太拙劣了,0
好看!!!,1
甚至可以再看一遍。现在的孩子还有的。,1
苍井优的气质啊,1
好看的啊!就是演员太老了啊!都很好听啊!,1
WTF。,0
好想和女主一样流浪......可是，现实与责任却不允许自己任性。,1
感情戏甚至可以说成为主线，案例已经。最后一集虽然不是前五季的神来之笔但真的太虐心。的大叔。,1
看似的行为其实是一种对自我的探索，这在社会看来必然是的。然后我想知道作为一个心理师该如何正确处理这个案例。,1
看这部动画其实挺应景的，现在刚好和日本都发生了。这虽然只是部动画，但讲到了地震中的很多情况，描写的很细致。整部动画情节跌宕起伏，最后都~真是个很乖很懂事的小孩，要是有个这样的弟弟那有多好哦~还有大家发现没，日本的很多学校都是可以作为的,1
挺好看的,1
我就是不喜欢,1
棒棒哒,1
哇塞!!!炒鸡好看的!!!c,1
我要重新再看一遍,1
好,1
又重温了一遍，peter好帅啊啊啊啊~,1
给我的孩子看,1
温馨的爱,1
哈哈~~信息量巨大,1
艺术家就是艺术家，和那些的小丑是不同的。当经历了社会上之气和各种不公平后，高尚的人亦显得更加高尚，的人的更加凸显了出来。艺术将，而流行。,1
厉害啊!,1
看了N遍,1
needthis,1
真的很好看~仔仔最棒的作品没有之一,1
五星全给美术。其他请无视。,1
真的看得莫名其妙,0
太短了根本不够看啊,1
也想像这样到处生活到处跟努力啊奋斗啊的片不一样苦虫女默默生活默默工作从点点滴滴可以看出她是如何坚持自己努力生活的.每次看完都会有激励人心的感觉.,1
最后的最后。原来一切都是美好的。,1
片中孩子们帮助女神表白，至于最终是否能够，让我们!,1
我又想起了这部!神慢镜!!!还是那句话，五星给慢镜头，给大帅哥，给天下的!,1
哭着看的，看完了。心里觉得很难过，说不出的难过。森田忍，大爱。我的想要他和在一起。可是终究还是。。。,1
对法国电影完全没有抵抗力╮(╯▽╰)╭虽然说有些地方也不太明白，比如怎么国王又爱上别人了?。。。但是谁让画面太唯美。。。,1
虽然最后有些遗憾但看的整个过程看都在但还算治愈与励志发现自己身上的很多地方和真的好像虽然是抱着逃离的生活环境的初衷去“流浪”的但像那样完全抛去家人的期望来生活真的是件非常不容易的事啊还有一年我就毕业了应该没办法像一样潇洒的然后漂流体验成长,1
这么垃圾的片居然,0
真的是很不错的饿，你会喜欢的,1
好，好的两只宗教啊,1
好像这就是特别的符合欧美的剧情吧。,1
后来，写的很好,1
跟天与地有一拼的,1
被玩儿坏了……,1
最喜欢的台剧～,1
不喜欢没有苍井优的与四,1
大的之作，写了很多内心得东西，不过很好看，很震撼,1
我心灵上的已经解脱，，你就为我吹一口，让我们的船可以鼓满，的早已经可怜的，你们的，无人，你们的，也给我自己。,1
這是目前的一季!那也太太感人了吧!,1
精彩!,1
好看。。。难得一见。,1
当年印象最深的一段是：主角失忆—大家不提小小—他感觉少了什么心里迷茫—想起名字时寻找…想想就蛮痴情动人的，的真好（至少那年代看他的电视剧几乎每部都很喜欢啊…性格饱满不是很多剧里一味无趣的，有活力笑脸鬼精鬼灵好像有点坏，人其实很好有吸引人围绕身边的才能,1
这季出现有些不习惯。。。好感度上升啊喂。,1
呃，编剧居然是王晶……,0
tvb今年良心作……演绎的很好,1
被和的部分深深感动,1
超级温暖，超级有爱，喜欢呀……,1
拍摄手法让人很压抑..很不错的电影..,1
这15个小朋友都非常有冒险的精神，值得鼓励,1
《》借着剧组的缘故很文艺,1
howlikeforalittle~,1
年代就喜欢上的，大概文艺且精准些的说法，都可是“情结”了吧。,1
本片的精妙之处真是不身处美帝资本主义傻逼文化没法体会。&$34;这个主题虽日常但敏感，作为一个身在其中的圈，话也不能说的太露骨，就使电影维持在了一个让那些低智商的们看不出来的程度，点到。&$34;+1,1
我也愿我懂得你,1
吊,1
与激情系，我最喜欢的一部,1
搞笑啊。。。,1
风格好喜欢，就是剧情有点单薄,1
捡肥皂的话题一直很火!,1
结局没去的片子太TM了,1
第一部看的定格动画~,1
差不多五年前的想看这部电影，忘记当时为什么想，如今终于完成。我觉得我会和那个姑娘好像，一直都在寻找，每个人都说，你这么好怎么可找不到呢?姑娘想从别人的故事找到自己的答案，但我还是相信真爱没有逻辑可，一看到我就知道这辈子就会是你了。,1
很羡慕能在大学时候有这样的时光和爱情，即使没有结果，也是美好。是时候开始找自己喜欢的事情了，也开始重新拿出。,1
看过之后很有感触值得深思,1
很欢乐啊。,1
太酷了!!!,1
他妈的这部给低分都是傻逼，至少前三部这部就是thebest!!!本来就是张的电影，就是要看这种从头飙到尾的!比起其它技巧和速度，我最喜欢的就是漂移了!PS:窝和男主一样啊。。。拿到的第一天就被开了TT但是并不能赢过其他人。。。现在我还在想怎么能够记录。。。,1
艹!!!本人最爱看电影!意涵，父子关系，黑色幽默，幽默，讽刺，太大，一说不过来，周末再看一遍，思索一下，写个影评!!!拿打，用喝茶的爸爸你们怎么只给分!!!疯了!!!,1
http:,1
!!!還有最後一集的啊嗷嗷嗷!終於在一起啦乃!,1
能换个不做作的小孩儿吗,0
室友问我这讲的是个什么故事，故事的主角是谁?我只能说，你自己看啊，这我哪里直到，就一家里发生的一些事情，在那个年代里。,1
好喜欢好喜欢这么倔强的女孩倔强到错过太多,1
没有续集了么?,1
有点。剧情超曲折。尤其喜欢后面。,1
几个烂逼都没看头,0
看到一部国产动画评分这么高忍不住去看了，事实证明真的很不错。配乐也很棒，原来光头强真是的长残了。,1
最后被感动得死去活来的,1
出了恐怖惊悚的效果，最起码我了,1
的人性。,1
你妹,1
很温暖。要尝试爱、相信爱、勇敢爱!是因为“爱”很多很多才开始变得美好。,1
最怕看有关父爱的电影，太沉重。有两句话相对爸爸说却说不出口，一句是谢谢，一句是对不起，对不起让你失望了,1
自杀的那集还真悲伤。。。我还以为是什么的。。。=，=我想太复杂。。。真可怜啊。。。最后一集我以为很枯燥。。。想不到。。。居然是全部yy出来的。。。太可怕了。。。精神病啊。。。,1
都看完了，哈哈我好评，，peter演的太完美了,1
用21世纪的科技包装了一个古老的童话，讲述的仍旧是人类不变的真理，爱，善良和勇敢。,1
个人以为是最好的台湾偶像剧,1
年除了《》外最好的纯正奇幻童话真人电影,1
小时候好像有这个的,1
真的非常气这部片子只有,1
画面张力很强，故事隐喻非常丰富。有时候我们恐惧的只是恐惧本身···,1
值得一看!,1
我们来玩我的游戏吧,1
socute!小时候每当看的时候就想往我妈怀里钻。。。太可爱了我不行了,1
音乐的交流，真心是没办法用语言描述的。好喜欢看与练习的画面，古典音乐真心美。。。哎呀，这是现实版的情人，为神马李教授自带。。。（最后一句花痴请无视）,1
!,1
信念坚守,1
justloveit~已经被成为!,1
坚强，人生本如此!,1
让古典音乐不在,1
好喜欢他们三个啊~~~,1
除了是亮点之外整部片子就是小孩子在胡闹,0
除了那句“你只知道她是你的好朋友却不知道她带走了所有的东西躲到别的而让你背这个”之外整片根本看不出讽刺，总之是小孩子千万不要看系列。,0
～,1
这电影我的时候导演还在...真心希望能拍成啊!!!我喜欢这个导演的拍摄手法...当时知道要拍这部电影我还地写给导演在中国啊...呵呵，我很搞笑～,1
出色的黑帮电影，故事大气磅礴，细节精致有张力。导演追求当年的还原，整部电影让人的街头。浓郁的画面风格，张弛的情节发展，扣人心弦的，睿智的对白语言。两大影帝的疯狂表演无懈可击，内敛。经典。,1
难得一部让我觉得没有毁了原作的作品确实的!啊~,1
信息量太大了!,1
动画片还是国产的好!!!我们不搞复杂世界观设定，我们不卖，我们是快乐的女，生活在木偶的世界里。你问我是谁?我是大盗贼老爷!,1
电影好看，,1
两名演员，一栋，几乎就是影片的全部。精湛的演技，起伏的剧情，让人爱上这部很有特色的电影。我在深夜还一个人看过两遍。不过豆瓣上打分不高啊。个人喜好吧!,1
如果这辈子只能看一部美剧就是这个了。时隔几年又继续，虽然人物挖掘和剧情台词都有点，但还是小惊喜不断、偶尔一两个，简单日常的生活意想不到的深意。,1
完美的儿时回忆,1
啊!不知道什麼了，只知道很幽默。喜劇了。,1
哈哈真是黑色幽默,1
超级温馨的一部剧!!!喜欢!,1
虽然是剧场版但是没有主线~就是两位在卖萌~~最后真的太治愈了!片尾!两位都有着原本的善良、温柔、，同时也像每一位凡人一样的会害怕，坐会紧张，拿小孩子没办法……特别的令人愉快。在搞笑的氛围里面，着满满的温暖，用萌萌的，温暖着的天空。,1
很精致的一部小电影，看似简单却很有张力，没有太大，这也是我放弃“失恋33天”而选择它的原因，一部宁静的小片，适合一个人观看~,1
很喜欢这部电影，你还相信爱情吗?,1
完全是童话故事里的场景，城堡和女主的裙子都非常非常棒!!!,1
伴着好听的乡村音乐，看一个着实的，先吃饭再穿衣服的，先再系的，真实的过气的明星的生活~,1
我看了40分钟过来打5星。其中1星是因为豆瓣给了本片5分，一分!,1
。。。==太雷了,0
很清新的,1
看起来很炫噢,1
sofunny,1
非常诡异，风格独特的动画短片。,1
T_T,1
懦弱的父亲，青春的叛逆。典型的中国式家庭。在这种的生活中看出了活生生的人。虽然最后拍的有点，但看起来在内容上足以和《阳光灿烂的日子》媲美。,1
你这个!,1
。。。T_T。。。这剧是在刚接触美剧不久时看的，被砍掉之后把我给伤心的。。。,1
搞笑。,1
南夏天，，老房子，两个男人。，，，长长的安静的人物特写镜头。节奏极慢，空气中始终弥漫着的欲望，却让人心生。,1
不是把段子来就是电影的，导演、编剧、演员、、造型没一个合格的，烂瞎,0
短篇动画的真实于感人于一作实属难得.灾难是无情的然而正是那些超乎想象的现实的残酷让大家改变了从此成长得.很赞的故事情节.发人深省.大家一定要看.,1
youhavethetotheother,1
老师激萌!!!【让他钢真是一种侮辱啊!!!,1
一直以来都很努力,1
意犹未尽,1
太美了,1
吧,1
这片存在的意义只是为了制片和导演女演员吧???,0
后面才是~,1
还有什么电影可以如此清新代表上海旧旧的情怀但是又不失一丝小小做作的傲娇!喜欢~,1
虽然也挺喜欢靠心脏产生的动力来这一细节不过要是换成燃烧孩子的就更美好了呢?,1
看完这个给电影版《小时代》打一星的应该会扇自己的脸吧。,0
完全经典啊!,1
啊啊我在看的时候一直在想是谁演的，果然是里的帅大叔~和not啊!,1
看的时候我一直在想要是来演就好了，不过这个女孩还是给片子带来了不少甜美的因素。还有就是从童鞋一出来我就知道这不是什么纪录片了，浪漫指数大啊，唉。。。就不能找个新演员吗。。。结尾不太满意。。。,1
安妈的电影必须顶。,1
适合女生看,1
这电影不错给顶一个,1
阴暗的声音,1
我喜欢看天天向上，虽说对没感觉，我也没看过这个，所以别问我为什么给5星,1
大叔如何走进精神,1
很不错的电影，熊大，熊二小时候好萌啊，熊二，熊就该有个!,1
我喜欢、的表情。作为女孩不矫情，的肩膀不挑剔地。至于“找到自己”、“青春物语”等看法，我是的，青春不迷茫，也并非要在“找到自己”上。最后还在逃避，她选择下一城，却没想去了解岛的真心。被欺负的，还是在。,1
动画狠感人，，颜色狠漂亮，,1
拍这样片子的人也是内心纯净的。,1
我最爱的片之一，不是为它恐怖的手法。而是用文字塑造的剧本那优雅让人的转身,1
哎，国产电影真是前途阿,0
为什么别人都觉得不好看，为什么，感觉电影表达很到位。,1
.,1
感觉萌萌哒好可爱喜欢!,1
“他是如此追求完美的一个人”,1
theis!!!,1
对于一位来说，这个作品令人失望透顶，也许只能完爆小时代罢了。,0
。。。,0
任性地给低分!没原因，就是讨厌《熊》!,0
虽然看不懂，但是喜欢,1
成了精神,1
从故事、到画面、到配乐，到演员的选角。很喜欢。,1
这有过这样的瞬间吗?当脑子里出现一些精妙天才般的想法后，发现原来有人已经想过了并分享与大家了。。。那这些想法还是不是你的呢?可以一路走下去，走的完美!因为您已经过一位了，不能再继续折磨......,1
啊啊第一季比较搞笑，不过这季真www,1
结尾处理。,1
一星给杨洋。制作烂台词烂演技烂，偶像剧玛丽苏的想哭。,0
欧洲真是个出的。追寻那些没列在上的，向往的经历，不可。,1
看到最后他们anew的时候，突然觉得很搞笑。,1
够吓人的介绍了，感觉有点惊悚,1
换男主了!差评!谁选了这么个弱鸡当男主的!剧情无聊到爆!只在最后两分钟露了个脸不开心!,0
国民妹妹~,1
垃圾不解释,0
不够看啊,1
一看到这个就出戏，啊哈哈哈，从来这么个啊，还不如直接土来演，，，,0
我一直在想这部动画片的名字到底是什么!!!,1
喜欢这个是因为这个是我们一起看的电影呵呵,1
才发现长了一张的,1
平平淡淡，细水……还该用怎样的去形容这样的爱情?,1
导致大爱,1
简短利索蛮好的,1
美女与野兽、,1
向号致敬,1
一部挺好的电影，看着比较拉风的。,1
谁都牵着四条狗,1
捏的好有趣,1
常夜大人滴游戏...,1
太蠢了简直侮辱我的智商傻×电影,0
挺像是悬疑大片的。,1
第一部韩国电影,1
里面帅哥。另外，:我证据学原来有两个理由，1.从的普通中有效信息2.最有效地利用的信息。看完之后多了一个：如何从已有的信息还原事件的真相。，hard。还有，天朝没有律政剧，只有犯罪剧。,1
老人的一生肯定5星了，但电影本身给1星。我以为是，原来是一群的，要有个?的是执着的操他妈的日本鬼子,0
为什么只有7.5?疯狂的心在平静的爱中找寻。,1
反正看了心里挺难受的不知道是被吓得还是恶心的。,1
哎。。。看的人想哭啊。。。果然催泪。。。,1
第三季&amp;电影版,1
比预期中好看看得人啊。,1
这样的画面，狼一般的眼睛，这个有点儿恐怖,1
零,1
怎么说呢画面不错,1
讲故事,1
战争是人间的，对男主角来说，爱情是。只可惜，女主角的降低了。女主角说，我爱你，但没有到可以放下一切那般的程度。,1
半夜听到原声了，最爱的台剧没之一。,1
为故事的主人公点赞。,1
换我，也会选而不是。,1
非常好的一季，虽然依旧有人离开,1
如果放在上映，未必会赢得那么轻松。拍的太好了，很少看到作为商业片可以如此。我联想到了英国皇室的、作风、甚至还有制度。爷爷的配音好棒，变化的，硬是出来。,1
可惜没有负分。。。,0
加油。,1
因为深海喜欢徐克。。。,1
有冒险真好~,1
我不是脑残粉，可是为了这部剧我宁愿变成这样。,1
虽然看不太懂但是觉得好啊,1
还能说什么吗，生活中真真需要这么个，啤酒、音乐和你……,1
这才是速度与激情,1
我觉得就应该有五星,1
没有缺点的电影。作为看过系列日本的棒球电影动画这个片子没有弱点。,1
我不知道是不是，但他从某种程度了上海这座城市。虽然是短片，但却堪比王家卫电影。,1
前面的几集很精彩。很专业的感觉。,1
为我儿子评的，不管怎么样，国产里面算可以的了，支持一下。,1
喜欢狂顶,1
两个男人间的较量，这应该是一部小众的舞台剧。让我想起了黑镜。,1
献给夫妇，哈哈,1
小高潮看的,1
2010年第届奥斯卡最佳男主角、《The》最佳歌曲、2010年届最佳剧情片男主角·(）、最佳原创歌曲《The》。片中有名的演员只有一位（Colin），男,1
没头没尾的B级片水平到最后,0
绿茶婊学习指南，Mark,1
片段剪切美到极致。,1
烂的一笔,0
为了看宋承宪而来，女主的小真的挺好看，原本边看如果爱边看电影，但是上来得暧昧勾得我果断关掉电视专心看起来,1
很强力。,1
$来了$《来了》预告片，为了爱与和平而战!,1
我们制造着辉煌我们也许正在经历.所有的过往掩盖的丑陋的过去和自私的本质.或许也正是如此才呈现出一个中年男人该有的成熟和魅力.,1
色调~~~淡淡的和颓废~~~,1
一星送给大S，你真的很灰姑娘。黄晓明，你能更不?何润东你的脸能点不，能更点不?,0
一星是给的。本来想给两星算个安慰，但发觉把这件事情拍成电影就是让那些人再享受一下大众的关注，让我感到恶心。这剧本真的我都能写出来，台词空白没有深度没有内容外表，跟小时代有一拼。导演你想表达神马?反讽么?如果是的话下次也请厉害些!烂。,0
第二季【!,1
http:/,1
几年导演可成啊，剧本也非常棒朱诺什么的跟这个比起来弱爆了,1
拍的蛮朴实的~没有过多的部分看到爷爷奶奶和母亲父亲那里还有点心酸TT感觉人超好啊~,1
色调不同的的质感，镜头语言的功力，还包括烘托出精彩的镜头剪辑和氛围制造，尤其是本片的场景与灯光，真是不错，高潮部分的结局让人意想不到。,1
婚姻教育片~,1
小心翼翼地暧昧,1
太反映中国的现状了.而且手法又怎么.好电影好电影阿.感动,1
好看，值得一看,1
电影感爆棚，现在的电影处处是精致电视剧的感觉。,1
徐老怪大脑丢失,0
这才是人生,1
很早之前看的,1
非常好看，很喜欢的一部，场面也唯美，故事也唯美,1
这就是中国脑残患者的,0
~,1
，有看头!,1
两个男人的强力对抗，精彩,1
真好,1
!你这妖孽。,1
老子真的一颗星都不想给的&$39;&$39;&$39;,0
有也行啊,0
小惊喜~~,1
我怀念的,1
可爱的文根英,1
高中时有人推荐速度与激情，但是不知道为什么当时就，过了这么多年，看了速度与激情6后，从头全部看了一遍。真的好看。,1
小成本电影啊!!!就两个男人的游戏啊,1
回顾以后不禁感慨依旧是最好看的版本竟然还发现北川景子那年还是个高中小学,1
一美配音好好听，好温暖的故事，结局我都感动哭了，配乐也很好听,1
喜欢它的风格,1
我也想知道有多少人,1
太尼玛棒!虽然现在B有更第三集。。。要不是我听不懂全想入DVD啊!,1
碉堡啦!!!,1
非常温馨的喜剧片,1
喜欢这类根青少年犯罪片，在里面太美了,1
期待电影!,1
大一和同学一起看的。,1
这黑色幽默不错,1
尽管短片和长篇动画有这的不同，但是大量的优秀短片让我们看到了中国原创的光辉，尽管钱仍远久，望理想更永恒,1
，超帅，怎么着吧?,1
美国可以，香港可以，大陆神马时候有下。。。,1
要是骗了皮当主角我还多给你一星。,0
小朋友都是新人，额?!,1
跟那什么特工很像。没什么好,0
的星星带给我很纯真的爱情回忆!喜欢小志!,1
精彩绝伦，结局总是那么出乎意料···,1
喜欢~~,1
林志颖从，这部戏算拍得不错，而且还与韩国明星拍得这么自然，故事情节有意思。,1
大龄文艺青年,1
看过的最经典的恐怖片,1
文化大爆炸的视觉盛宴,1
六星,1
问来还是这个问题,1
原来的动画片做的真好,1
